building_id,longitude,latitude,district_id
22052,30.15896429,59.994568401,34
105629,30.29172991,60.088215808,36
42640,30.289966954,60.089236889,36
40910,30.291603822,60.089014914,36
92711,30.132081382,59.781826592,16
204785,30.159508373,59.994177392,34
126095,30.158568144,59.993900639,34
71961,30.158458745,59.994291213,34
74783,30.160237731,59.993975274,34
39502,30.161471462,59.994727097,34
18126,30.133670937,59.781962584,16
91,30.137630475,59.785220356,16
21417,30.294784012,60.08514773,36
75933,30.156275912,59.994279277,34
71961,30.158458745,59.994291213,34
105126,30.290915008,60.088887811,36
90927,30.294411003,60.087925699,36
26908,30.154453214,59.99553003,34
71961,30.158458745,59.994291213,34
103881,30.159597282,59.994890761,34
44474,30.304569657,59.928632114,32
44474,30.304569657,59.928632114,32
44474,30.304569657,59.928632114,32
44474,30.304569657,59.928632114,32
44474,30.304569657,59.928632114,32
44474,30.304569657,59.928632114,32
44474,30.304569657,59.928632114,32
30910,30.293235076,59.955055519,7
110302,30.460484706,59.681222948,35
110302,30.460484706,59.681222948,35
110302,30.460484706,59.681222948,35
211836,30.532861434,59.829804439,12
211836,30.532861434,59.829804439,12
211836,30.532861434,59.829804439,12
211836,30.532861434,59.829804439,12
211836,30.532861434,59.829804439,12
224707,29.753231911,60.220719677,12
86576,30.335591332,59.955837928,7
86576,30.335591332,59.955837928,7
94402,30.334908523,59.957537344,7
10825,30.332694864,59.956038964,7
51867,30.422235824,59.895133633,12
51867,30.422235824,59.895133633,12
113348,30.311305088,59.753306729,14
113348,30.311305088,59.753306729,14
113348,30.311305088,59.753306729,14
113348,30.311305088,59.753306729,14
69045,30.130261813,59.780140032,16
69045,30.130261813,59.780140032,16
42975,30.130523619,59.780347475,16
42975,30.130523619,59.780347475,16
109602,30.129921976,59.780512153,16
45273,29.701538569,60.20656022,38
88210,29.622756544,60.215482374,38
89903,29.953841305,60.109643142,38
131438,29.627985473,60.217566508,38
18601,29.631044147,60.216938504,38
89903,29.953841305,60.109643142,38
89903,29.953841305,60.109643142,38
198698,30.610661513,59.750000719,37
74278,30.247232207,59.933199923,6
129525,29.628690813,60.216865615,38
131438,29.627985473,60.217566508,38
207423,29.622405983,60.216964301,38
4890,29.631651743,60.217065129,38
49916,29.956999385,60.110227966,38
45511,29.804842602,60.19275518,38
84109,30.13096855,59.780037182,16
18601,29.631044147,60.216938504,38
99657,29.624469491,60.215830631,38
50137,30.138596941,59.996085561,34
22536,29.611779944,60.219745485,38
215443,29.621987702,60.215783019,38
86282,29.952697912,60.110024738,38
46656,29.628797353,60.213741379,38
75251,30.522060556,59.803047123,37
35065,29.632317924,60.217212109,38
4890,29.631651743,60.217065129,38
75891,29.630322646,60.216690839,38
111239,29.625392649,60.217419918,38
108772,29.523885062,60.190835888,38
207423,29.622405983,60.216964301,38
111239,29.625392649,60.217419918,38
109602,30.129921976,59.780512153,16
45273,29.701538569,60.20656022,38
4890,29.631651743,60.217065129,38
74278,30.247232207,59.933199923,6
99657,29.624469491,60.215830631,38
35065,29.632317924,60.217212109,38
129527,29.621627005,60.217609393,38
69045,30.130261813,59.780140032,16
65283,30.166570883,59.994204115,34
88210,29.622756544,60.215482374,38
75891,29.630322646,60.216690839,38
129524,29.632196297,60.217473586,38
198698,30.610661513,59.750000719,37
198698,30.610661513,59.750000719,37
